Post ID,Permalink,Post Message,Type,Posted,reach,comment,like,share,幫別人宣傳,心情,商品,活動,社會福利、弱勢,剩食,最近議題,街賣者,街友
509931262445814_672405959531676,https://www.facebook.com/Do.you.a.flavor/posts/672405959531676,感謝 繭果子 Twine 舉辦了尼泊會義賣，讓我們有機會為尼泊爾貢獻一點心力。今天直到晚上八點，歡迎大家來眾藝埕看看選選，所得將捐給尼泊爾當地的公平貿易組織。另外下午三點百味也會在萬華貴陽街擺攤，少量康乃馨與冰紅茶販售，陪大家度過悠閒的母親節。,Photo,5/9/1512:00上午,1785,6,64,1,,,,1,,,,,
509931262445814_672116349560637,https://www.facebook.com/Do.you.a.flavor/posts/672116349560637:0,【那些我們常聽到的事】賣口香糖集團?這兩周，我們針對試營運的問題，開始了一個對街賣者與消費者的深度訪談，並透過訪談資料，重新調整架構，感謝台大心理的博士後研究員思賢，一肩扛起了這個研究，取得了許多有價值的研究資料讓我們更了解市場看法與街賣者需求。而除街賣者，我們透過各種管道，接觸到了以前常出現於『傳說』中的『集團』，也許只是一個面向，但是在這兩次接觸的過程中，其實打破了我過去很多的刻版印象，與其說是集團控制，不如說是身障街賣者的互助團體，我以前最常聽到的是:「你看，那個賣口香糖的，都是用車載來放在這裡，賣完又被車載走，一定是被集團控制的」，但是讓我們來試想一個情境:在40年前的台灣，當時的社會不只沒有身障者的「就業保障」的概念，更甚之可能認為「身障」是過去造業或是神鬼造成的迷信說法，不便之人，通常只能待在家裡很少出門，遑論去工作。一個人長期沒有工作，對於身體機能、自我認同都是很大的傷害，再加上如果還有父母孩子需要自己，如果沒有這些俗稱「集團」的組織，身障者的未來在哪裡?我相信，社會對於集團的各種負面看法也不全然是空穴來風，但是我們應該知道，組織跟人一樣，是會改變的，可能變壞也有可能變好，用過去的成見加諸於現在的人身上，是不公平的。因此在街賣者計畫裡，人生百味的角色其實就是集團，我們相信集團可以有更好的運作方式，不只是對於街賣者，還希望與現有的集團合作，讓資訊透明化，這是一個重要的策略，資訊的透明才能知道引起社會排斥的問題在哪裡，知道問題才有機會去解決，而現在接觸到的街賣者組織都表示很願意配合與嘗試。後續在我們整理完了訪談資料後，也會逐步釋出資料，讓大家了解集團如何運作，也許所謂「集團」真的是台灣最早的社會企業。,Photo,5/8/1512:00上午,3318,2,149,7,,,,,,,1,,
509931262445814_671793402926265,https://www.facebook.com/Do.you.a.flavor/posts/671793402926265,【輔大街賣者擺攤，倒數兩小時】康乃馨、自然紅茶、自然花生糖大家走過路過，千萬不要錯喔!,Link,5/8/1512:00上午,1759,1,32,,,,,1,,,,,
509931262445814_671511082954497,https://www.facebook.com/Do.you.a.flavor/posts/671511082954497,輔大擺攤中，校長帶了好多美麗的康乃馨，以及人生百味的紅茶花生糖，同學快來盡孝道XD,Photo,5/6/1512:00上午,1951,2,68,,,,,1,,,,,
509931262445814_671176029654669,https://www.facebook.com/Do.you.a.flavor/posts/671176029654669:0,【 人生百味急著去趕集 】這週滿滿都是市集擺攤的行程，不只推廣人生百味的產品，還有好多理念跟想法想跟大家交流。歡迎來攤位找百味成員和街賣夥伴聊天交朋友。新產品新風景，一起用輕鬆舒適的心情做好的事！---------------------[本週市集行程] 政大創意市集xShare 5時間：5月5日(二)至5月7日(四) 11:00-18:00 輔大社企市集時間：5月7日(四)至5月8日(五) 12:00-17:00 老街迓鬧熱市集時間：5月10日(日) 15:00至陣頭來（預計晚上7:30收攤）地點：台北市萬華區貴陽街（康定路-西昌街段） 也歡迎各式市集邀約~,Photo,5/5/1512:00上午,2067,,54,5,,,,1,,,,,
509931262445814_670907576348181,https://www.facebook.com/Do.you.a.flavor/posts/670907576348181:0,【街賣在政大 天冷心暖】今天街賣者阿美跟Share5的同學一起在政大門口擺攤喔，在附近的朋友可以去路過一下喔，yo~,Photo,5/4/1512:00上午,2056,,90,6,,,,1,,,,,
509931262445814_670461579726114,https://www.facebook.com/Do.you.a.flavor/posts/670461579726114:0,【誰幫忙誰?】by阿德昨天下午坐在西曬的工作室裡面，用電風吹著微微的熱風，一邊回信，一邊用電蚊拍電蚊子，突然電話響起，電話的那頭是校長的聲音。校長問我有沒有空，他想過來找我談些事情，我說好啊，還是我先把店關了過去找你? 他說他來就好，他今天放假。於是校長就坐著輪椅從搭車到北門站，然後延著迪化街，把車停在路邊，單手撐著雨傘走到百味位於2樓的工作室。我問他，今天怎麼特別跑過來，他說:「你們目前這種利潤，經營不容易吧，我一直想幫其他街賣者批鮮花來賣，但是實在是力量有限，你們願意來做這件事真的是太好了，我很希望你們可以活下來。」一瞬間覺得眼眶一熱，覺得其實嚴格來說，還沒有真正的改變了什麼，卻還是被信任著，到底是人生百味在幫街賣者改善生活，還是街賣者在幫助我們這群初生之犢完成夢想?路還很遠，很多該做的還沒做，還有更多可以做，謝謝你們的信任。---------徵求7位受訪者(請協助分享給你的朋友)----------------你是否曾在街頭看過許多銷售口香糖、玉蘭花、日用品的販售者，總可以在他們叫賣的身影裡，看到生活維生的困難，也常為這樣的銷售者感到不捨，人生百味的「街賣者計畫」將針對弱勢的銷售者，找到新產品的可能，我們第一階段結合台灣友善土地的農業，現在想結合更多消費者的意見，開發第二階段的產品，因此需要你的意見加入!報名網址: http://goo.gl/forms/u7ZglNKuya-------想更了解 街賣者計畫------------- 前導影片 https://www.youtube.com/watch?v=nSZnnD0Ab4Y網站 http://doyouaflavor.tw/,Photo,5/3/1512:00上午,7828,5,306,19,,,,,,,1,,
509931262445814_670363976402541,https://www.facebook.com/Do.you.a.flavor/posts/670363976402541:0,【招募 百味粉絲的「朋友」們】你是否曾在街頭看過許多銷售口香糖、玉蘭花、日用品的販售者，並從他們叫賣的身影裡，看到生活的困難，也常為銷售者感到不捨。人生百味的「街賣者計畫」針對弱勢的銷售者，找到新產品的可能：第一階段，人生百味結合台灣友善土地的農業；而現在，想運用群眾智慧，開發第二階段的產品 - 因此，人生百味，現在需要你！為了讓訪談資料有具代表性，人生百味聽從專家的建議：「絕對不能找人生百味的粉絲，這樣樣本會有高度誤差！」，所以，請幫我們找一位你的朋友來報名參加吧！時間: 40分鐘訪談結束後我們將致贈「上下游回家李果乾」1包報名網址: (請協助分享)http://goo.gl/forms/u7ZglNKuya--------------------------------------------------想更了解 街賣者計畫？影片 https://www.youtube.com/watch?v=nSZnnD0Ab4Y網站 http://doyouaflavor.tw/,Photo,5/3/1512:00上午,4830,7,139,19,,,,,,,1,,
509931262445814_670109439761328,https://www.facebook.com/Do.you.a.flavor/posts/670109439761328,第一屆街賣松產出了三個提案，人生百味感謝每位參與者的心血，讓街頭出現了更多新的想像！下一次的街賣松還請大家密切注意報名資訊囉！,Photo,5/2/1512:00上午,1920,,56,,,,,1,,,,,
509931262445814_670035919768680,https://www.facebook.com/Do.you.a.flavor/posts/670035919768680,第一屆街頭松，正在進行第一階段的角色扮演當中！每位參與者正在扮演街賣者、周圍店家、消費者、路人、鄉民、甚至是警察！下午的街頭松會有什麼精彩的提案呢？！還有在地青草茶和肉包喔喔喔,Photo,5/1/1512:00上午,1818,,64,,,,,1,,,,,
509931262445814_670034773102128,https://www.facebook.com/Do.you.a.flavor/posts/670034773102128:0,【第一屆街賣松】 Day2這次來了，工業設計、平面設計、UI/UX、軟體工程師等各領域的，大家ㄧ起加油！下一次，還有沒有不同領域的朋友覺得自己的經驗可以貢獻一份力。「留言分享自己的職業」希望下次你們也可以參加。,Photo,5/1/1512:00上午,2510,4,84,,,,,1,,,,,
509931262445814_669821866456752,https://www.facebook.com/Do.you.a.flavor/posts/669821866456752:0,街賣松開始囉。ㄧ起翻轉街賣yo！很遺憾無法讓每個報名的人都參與，希望下次有機會再見！,Photo,5/1/1512:00上午,1651,,63,,,,,,,,,,
509931262445814_669501923155413,https://www.facebook.com/Do.you.a.flavor/posts/669501923155413,【為青年尋路】感謝願景邀請了我們參加為青年尋路系列講座。身為一位講者，目前卻正處於剛起步的徬徨，甚至比底下的學生聽眾更戰戰兢兢著。感謝用張懸的「危險的事」介紹百味的王文華 TOM WANG、在休息室分享創業經驗的閱讀俊德、充滿活力的阿原肥皂阿原大哥，以及激勵人心的Mr. Candle倒立先生。「請問你，當初出發環島前覺得自己已經準備好了嗎？」「我想，我的心準備好了。」 「總會有不足的時候，但在旅途上一邊鍛鍊也無妨。」 然後還堅持花錢買下原本想贈與的街賣紅茶QQ 不會認輸的人生百味 http://doyouaflavor.tw/,Photo,4/30/1512:00上午,2231,,65,1,,,,1,,,,,
509931262445814_669502509822021,http://www.facebook.com/media/set/?set=ms.c.eJwzM7M0sTSzNLe0MDIyNTfRM4PyzUwsLI1MDAFpBAaG.bps.a.528157283956545.1073741828.509931262445814&type=1,Timeline Photos,Photo,4/29/1512:00上午,,,,,,,,1,,,,,
509931262445814_669097906529148,https://www.facebook.com/Do.you.a.flavor/posts/669097906529148:0,【 打破框架 視障者開餐飲店「甜裡開始」 】(引用自原文)一提到「盲人的工作」，多數人直覺就想到按摩師；其實盲人還能當律師、打棒球、跳現代舞，甚至自己出來創業、開餐飲店？「視障老闆娘」林佳箴不只創業開店已經6年，更在去年展店成功，預計以 甜裡開始 喝茶/咖啡/鮮果汁 出發，提供視障人士不同的就業機會，打破社會的刻板印象。------------------------一個美好的社會，不是每個人都完美，而是每個人雖不完美，但都能被溫柔包裹在其中，沒人會被排除在外。有成就感的工作讓我們從中成長並感到生命的完整，祝大家都能享受其中。 上下游新聞連結：http://www.newsmarket.com.tw/blog/68970/ 也正努力打破框架的嶄新街賣：http://doyouaflavor.tw/,Photo,4/29/1512:00上午,3502,4,132,11,1,,,,,,,,
509931262445814_669002573205348,https://www.facebook.com/Do.you.a.flavor/posts/669002573205348:0,【第一屆 街賣松 額滿囉】謝謝大家的參與這次的workshop，一起讓街賣不一樣~人數有限，所以可以參加2天的朋友優先錄取。很抱歉這次時間太匆促，無法讓想參加的人可以好好安排時間，希望我們可以下次街賣松見!,Photo,4/28/1512:00上午,1206,1,19,,,,,1,,,,,
509931262445814_668685583237047,https://www.facebook.com/Do.you.a.flavor/posts/668685583237047,好多人來家裡！到底今天誰來晚餐XD(神秘兮兮,Photo,4/28/1512:00上午,2109,,66,,,,,1,,,,,
509931262445814_667825309989741,https://www.facebook.com/Do.you.a.flavor/posts/667825309989741,人生百味's cover photo,Photo,4/26/1512:00上午,1125,,,,1,,,,,,,,
509931262445814_667824616656477,https://www.facebook.com/Do.you.a.flavor/posts/667824616656477:0,【第一屆 街賣松 開始報名囉】街賣計畫試營運快要一個月了，我們想舉辦一個「街賣松」，邀請來自各領域的朋友，一起激盪出『什麼才是新的街賣風景?』的答案，然後執行出來! 因為是非常密集且精實的討論，所以限額七位，報名從速喔!【報名表】:http://goo.gl/forms/Hrv6OMCkXR(特缺警察! 請務必介紹警察朋來來參加!)【時間】5/1(五) 19:00-21:00 5/2(六) 11:00-18:00 【地點】民生西路362巷23號2樓附近【詳細說明】希望透過新商品、新樣貌，讓較弱勢街賣者嘗試不同可能的「人生百味：嶄新的街買」，試營運將滿一個月。 百味團隊邀請對於街頭販賣、弱勢議題有興趣的各路高手，共同討論出如何營造更美好的街頭風景。招募條件:(歡迎以下不同領域的朋友報名)1.農業2.食品科學3.律師4.警察(非常需要!)5.工業設計 6.平常會跟街賣者買的消費者7.也歡迎你寫出你的職業，也許能擦出驚人的火花『關於街賣者計畫』:http://doyouaflavor.tw/,Photo,4/26/1512:00上午,3130,5,69,7,,,,1,,,,,
509931262445814_667406196698319,https://www.facebook.com/Do.you.a.flavor/posts/667406196698319:0,【新街賣是什麼樣子?】by阿德「如果少數人的生命沒有走進多數人的生命裡，那在社會價值辯證演進的過程中，就不會考量到這些少數人，他們的生活也不會被改善」 by 思賢走在路上，迎面而來一位手拿紅色塑膠籃，籃裡放了口香糖與衛生紙的人，我們的視線因為難過、厭惡而選擇避開時，那這個人的生命就不會走進我們的生命裡，社會的關注與輿論也不會在這個人身上，那事情就不會改變。我們不知道新的街賣是什麼樣子，但是我們知道，當我們遇上街賣者，不論是否消費，都不會因為各種複雜的情緒開始而避開目光，這就是新街賣的開始。關注我們的街賣計畫，如果覺得不錯，可以介紹給朋友知道:http://doyouaflavor.tw/,Photo,4/24/1512:00上午,1862,1,56,3,,1,,,,,,,
509931262445814_667122556726683,https://www.facebook.com/Do.you.a.flavor/posts/667122556726683,【街賣計畫網站上線囉】經過日夜壓榨阿勇與書懷，我們街賣者計畫的官網上線囉，大家可以透過這個網址了解什麼是街賣者，或是介紹給你有興趣的朋友認識，最重要的還是要跟我們合作的街賣者買東西拉!官方網站:http://doyouaflavor.tw/前導影片 : https://www.youtube.com/watch?v=nSZnnD0Ab4Y『五月預計新增的功能』1.街賣者線上地圖2.線上向街賣者訂貨敬請期待~ yo,Link,4/24/1512:00上午,5012,5,151,14,,,,1,,,,,
509931262445814_667075043398101,https://www.facebook.com/Do.you.a.flavor/posts/667075043398101,【自己的茶飲自己泡】食安問題不斷，讓愛喝飲料的百味夥伴開始反思，過去自己對待塞進肚子裡的東西實在太不認真了。自己來泡杯好茶，透過觀察茶色的變化以及品嚐清甜回甘的滋味，思考食物的本質吧。 天然好茶街頭也買得到！歡迎大家經過捷運站口跟人生百味的街賣者購買日月老茶廠的好茶~來跟街賣者找茶：http://ppt.cc/l~kr,Link,4/23/1512:00上午,3220,2,78,6,,,,,,1,,,
509931262445814_666769846761954,https://www.facebook.com/Do.you.a.flavor/posts/666769846761954,"【美國退休教師 去年無償發送 70 萬份三明治給無家可歸者】靠著退休金與成立基金會 (Minneapolis Recreation Development) 的募款，美國明尼蘇達州一位退休教師 Allen Law 光是去年就發送了 70 萬份三明治給有需要食物的無家可歸者。""I never will quit, ever, as long as I'm alive."" 謝謝你，讓這世界更美好。http://www.usatoday.com/story/news/2015/04/20/inspiration-nation-sandwich-man/26096691/",Link,4/23/1512:00上午,2316,1,107,7,1,,,,,,,,
509931262445814_666785103427095,https://www.facebook.com/Do.you.a.flavor/posts/666785103427095,【 一間給你鑰匙的監獄 】 by.剛勇再一次的，芬蘭展現了先獨步先進的思維。囚牢的意義與本質是甚麼，若無法達到減少犯罪的訴求，該如何應對？如果要將所有有病的人關起來，根本不需要高牆，這世界早就是個巨大的牢籠。-----------------------(節錄自本文)「我們並不想把人關一輩子，」赫爾辛基大學犯罪學研究所所長 Tapio Lappi-Seppälä 說，「這樣的話我們應該確保讓他們有恢復正常生活的可能。」然而過去的情況並非此，數十年前芬蘭的監禁率是歐洲最高之一。 在 1960 年代北歐各國的研究者開始調查多重程度的懲罰才能真正減少犯罪？結論是：「多重的懲罰都不能減少犯罪。」「這是第一次有批判性研究告訴你徒刑並沒有用。」Lappi-Seppälä 說。接下來的三十年間，芬蘭一點一點的重新制定刑罰政策。這段「去懲戒」期之後芬蘭監禁率已是歐洲最低的之一。Lappi-Seppälä 表示犯罪並未因此增加。,Link,4/23/1512:00上午,6336,3,116,12,,,,,,1,,,
509931262445814_666714413434164,https://www.facebook.com/Do.you.a.flavor/posts/666714413434164:0,【這裡不是鬼島，是我們的家】by阿德這不是我們辦的，先說說為什麼想分享這個活動，我們一直都相信，改變從參與開始，我們在去年參與了青平台舉辦的為期2個的政經塾，對於台灣民主的進程與面臨的危機有了更深一層的認識，因此向各位關心社會的朋友推薦這個由一群熱心的年輕人舉辦的「2015青年會議」時間: 5/16-5/17 (外縣市居民提供免費住宿)報名截止日期: 4/30報名網址:http://goo.gl/7Ew2K4,Photo,4/22/1512:00上午,1113,1,27,1,1,,,,,,,,
509931262445814_666343026804636,https://www.facebook.com/Do.you.a.flavor/posts/666343026804636:0,【18麥白麵粉到貨囉】來自台中大小馬兄弟，無毒耕作十八麥麵粉已經到了，想吃普通的朋友可以來拿貨囉，yo#十八麥,Photo,4/21/1512:00上午,1190,2,38,,,,1,,,,,,
509931262445814_666139750158297,https://www.facebook.com/Do.you.a.flavor/posts/666139750158297,【改變從關注開始】之前提出要用在公園設燈照射無家者的議員承認錯誤了，在 facebook的世界裡，每一個讚、留言與分享，都是微小卻有力量，共勉之!,Status,4/21/1512:00上午,1905,1,59,,1,,,,,,,,
509931262445814_664626853642920,https://www.facebook.com/Do.you.a.flavor/posts/664626853642920,【東門捷運站 - 讓小樺、小明帶你環島旅行！】下午上班是否總有點懶洋洋，需要茶與點心來提提神來東門站 2 號出口找小樺、 5 號出口找小明，用他們籃子裡的紅茶和花生糖，帶你環島旅行去吧！用溫潤飽滿的紅茶，引領你置身自然、清香的南投茶園；用香脆微甜的花生糖，在嘴裡譜出雲林風味的交響樂章。街賣，是臺灣風土的一扇窗；請給小樺、小明一個機會，帶著大家，看見臺灣。,Photo,4/21/1512:00上午,2328,4,66,5,,,,,,,1,,
509931262445814_664502046988734,https://www.facebook.com/Do.you.a.flavor/posts/664502046988734,「許多人不同情『好手好腳』的街友，但其實許多人有難言之隱，或是生意失敗、年紀太大，或是積蓄被騙、被家人遺棄等。」我們需要面對自己的偏見、打破標籤，看見背後的真人故事。https://tw.news.yahoo.com/%E8%A1%97%E5%8F%8B%E5%AD%B8%E7%94%9F%E6%A8%B9%E4%B8%8B%E7%9B%B8%E8%AB%87-%E7%9C%9F%E4%BA%BA%E6%9B%B8%E5%88%86%E4%BA%AB%E7%94%9F%E5%91%BD-090559480.html,Link,4/20/1512:00上午,3706,,143,2,1,,,,,,,,
509931262445814_664501536988785,https://www.facebook.com/Do.you.a.flavor/posts/664501536988785,每位來到街頭上的人，都有各自的原因。就像這位木柵的胡先生。「我沒結婚，大弟叫我去跟他住，我喜歡一個人自由自在，不想打擾他們。」「我也曾去別處租過房子，但還是一直跑回來看橋邊的玉蘭樹，我不在的話就會一直有人來亂拔，我要保護它才行。」「我打坐就能睡覺，無欲無求，一切隨緣呀。」「什麼是成功？什麼是失敗？」http://www.nextmag.com.tw/magazine/people/20150415/17785909,Link,4/19/1512:00上午,11212,8,380,14,,1,,,,,,,
509931262445814_665335163572089,https://www.facebook.com/Do.you.a.flavor/posts/665335163572089,"【夢想工作室 歡迎大家來玩】 by. 小寶有一個專屬於自己的空間 任何人都如此希望著在半年多以前,百味團隊每次討論都約在咖啡店( 樂將口袋名單一一打勾,但太燒錢啦~)後來陸續使用了一些空間(有贊助有花錢租借的)歷經不斷搬家(真的太累了~謝謝好朋友的幫忙)終於在2015.04 人生百味落腳大稻埕 眾藝埕 擁有了扎扎實實屬於我們的空間從以前就在討論有空間後,要如何運用與擺飾屬於自己的味道開始整修後~才是累人的開始 一切從新學習從裝潢圖設計/傢俱採購/刷油漆/與職人們討論工程進度/準備街賣計畫商品/登記公司一塊一塊的開始拼接夢想空間 每次去工作室都驚喜著發現新進度的完成這只有一次無法重來的過程 我想記錄下來會是難得的回憶!從零開始 從無到有 開門看著這一切逐漸完整的空間 工作室作為 石頭湯計畫與街賣者計畫及未來新想法的基地人生百味將更努力使想法進化與實踐感謝所有整修期間熱心幫忙的好朋友 (請見片末名單) 與 臺灣夢想城鄉營造協會 眾師傅們工作室地址：台北市大同區民生西路 362 巷 23 號 2F(迪化街霞海城隍廟後方；近捷運北門站)開放時間: 週三至週日，10:30~18:30來電: 02-2555-9395------------------------------------------------------------------特別感謝-影片製作 薛席德音樂提供 大象體操 Elephant Gym / 平衡EP - 銀河https://www.youtube.com/watch?v=4Yqr9_InNc0''歡迎分享影片 來看看工作室完整面貌''",Link,4/19/1512:00上午,2819,1,135,6,,1,,,,,,,
509931262445814_665231823582423,https://www.facebook.com/Do.you.a.flavor/posts/665231823582423,【石頭湯10-地瓜咖哩、燕麥麵包與炸魚頭清湯】第十次石頭湯圓滿結束了，這次一共煮出72份餐點。感謝所有攜家帶眷來分享食物的朋友，感謝所以來參與的志工朋友，感謝團圓大稻埕，也謝謝願意取走食物的朋友們。想參與的朋友可以先填聯絡資料到以下網址，https://j.mp/doyouasoup我們就會在招募志工與剩食時通知你們!可以貼給自己周圍可能有興趣的朋友喔!下個月再見囉，yo~,Photo,4/19/1512:00上午,2091,,116,,,,,1,,,,,
509931262445814_665170576921881,https://www.facebook.com/Do.you.a.flavor/posts/665170576921881,今天政大的同學以幫（ㄅㄟˋ）忙（ㄠ）洗昨晚石頭湯的餐具作為採訪交換，百味團隊倍感溫馨,Photo,4/18/1512:00上午,2222,,121,3,,,,1,,,,,
509931262445814_664807403624865,https://www.facebook.com/Do.you.a.flavor/posts/664807403624865,【本末倒置的邏輯】免費的便當怎麼可能是街友存在的原因? 會有人流浪是因為租不起房子，有家歸不得，絕對不是因為有免費的食物，用燈光驅逐了在公園睡的人，然後呢問題就解決了嗎? 這樣的政策不是想逼無家者犯罪跟自殺嗎? 社會局長對於管理民間團體食物發的做法，可以讓資源平均分配做更有效的利用，這才是正確的方向。政府該做的是提供一個友善的環境與資源，讓不幸落入無家狀態的人，可以重新自立，不會被種種不友善的政策與歧視阻礙，最後又因為疲勞與絕望，開始酗酒麻痺自己。難道街頭不能很友善嗎? 不應該只在龍山寺周圍，而是在城市各處，公廁可以順便洗澡，在各種公共的區域可以有遮風遮陽的地方躺下休息與充電，相信這不只是無家者之福，這是全體市民之福。---內文截錄---市議員劉耀仁表示:艋舺公園遊民聚集，始作俑者是民間基金會濫發便當，以前有人用水噴遊民，他認為基於人道此法不妥，但遊民趕不走，此處的髒亂與治安應設法解決，他說，艋舺公園周邊是商業區域，前為行政中心，夜間都沒有人，因遊民最怕光，他們注重隱私，建議在艋舺公園放兩盞強力的探照燈就是打光照亮------------------,Link,4/17/1512:00上午,4594,27,329,33,,,,,,1,,,
509931262445814_664507273654878,https://www.facebook.com/Do.you.a.flavor/posts/664507273654878,【市政府捷運站 - 鮮花校長在這裡！】TGIF! 終於來到星期五了，這個週末有甚麼計畫呢？在市政府一帶的朋友，不妨走到捷運站阪急地下道，與鮮花校長聊聊天吧！,Photo,4/17/1512:00上午,1236,,37,,,,,,,,1,,
509931262445814_664489653656640,https://www.facebook.com/Do.you.a.flavor/posts/664489653656640,【環島交流會】今天中央廣播有我們與愛物資的訪談喔，宅男(左)真的不上相(菸)如果你住花蓮台東，歡迎下周六日一起來聊聊天喔!要是人數沒超過5個，我們就....與來的朋友進行深度交流~yo花蓮場:http://goo.gl/UgplEC台東場:http://goo.gl/H2rw6v,Photo,4/17/1512:00上午,1247,,30,,,,,1,,,,,
509931262445814_664422200330052,https://www.facebook.com/Do.you.a.flavor/posts/664422200330052,【街頭遇見好茶 - 在地、友善土地的紅茶包】全程落實自然農法栽種，來自南投桃米生態村的「嚴選阿薩姆紅茶」、「嚴選紅玉紅茶」茶包，現在就在「市政府」、「西門」、「東門」等三個捷運站！短短的通勤時間，不止買得到濃郁飽滿的紅茶，還可以買一包由雲林祥美傳統餅舖與好食機共同推出的「自然會花生」花生糖，成為您零嘴的新選擇。1. 鮮花校長 【產品】鮮花、紅茶、花生糖 【時間&地點】週一、週三、週五 19:00-21:30 市政府站到阪急的地下道 週二、週四 19:00-21:30 饒河夜市 (寶島滷味樓下) PS: 雨天就會自動移往市政府2. 阿美【產品】紅茶、花生糖 【時間&地點】 週一到週五 14:00-21:30 西門站四號出口PS: 有時候會到公館站1號出口3. 小明 (周先生)【時間&地點】周二到周五 17:00-21:30周六到周日 14:00-21:30 (不定期休)捷運東門站5號出口4. 小樺【產品】 玉蘭花、夜來香、紅茶、花生糖【時間&地點】周一到周五 1700-20:00 周六、周日 1400-20:00 捷運東門站2號出口對面的寶島眼鏡前 PS: 不定期休https://www.facebook.com/Do.you.a.flavor/photos/a.658475434258062.1073741846.509931262445814/658475454258060/?type=3&theater,Photo,4/17/1512:00上午,1749,,83,,,,1,,,,,,
509931262445814_664014450370827,https://www.facebook.com/Do.you.a.flavor/posts/664014450370827,人生百味 was mentioned in a post.,,4/15/1512:00上午,134,,,,,,,,,1,,,
509931262445814_664014353704170,https://www.facebook.com/Do.you.a.flavor/posts/664014353704170,"朋友撰寫力太強了，我們只需要做眉批就好：請支持人生百味街賣計畫，安心美味的日月老茶廠紅茶XD 自己飲料自己泡：http://ppt.cc/l~kr---------------------(轉自Ｋ大)看到這則新聞的由來真的又好氣又好笑竟然是因為消費者喝了全身無力所以才去檢舉有些朋友應該知道在下我號稱飲料界的金絲雀路邊手搖飲料對我來說簡直就是整人玩具某些牌子我喝了簡直頭暈腦脹吐個不停再次奉勸各位不要再購買飲料了...去買個水壺比較實際便利商店星巴克麥當勞都可以裝水的！不厭其煩ＲＥＰＥＡＴ一次1. 茶：坊間手搖飲料為了壓低成本多半使用越南、中國進口茶葉看到""進口""兩字拜託不要高潮 越南當然也是會有好茶 但是你以為手搖飲料店會進甚麼冠軍茶葉給你喝嗎?? 產地情況與農藥使用難以控管 可能吃進很多毒物 (例如DDT...)不如就喝有控管的台灣茶！再不放心就直接去跟茶農買啦！要追究也找得到人啊2. 高果果糖：高果果糖是從玉米提煉出來的 除了大家早就聽說過的(?)cocain型成癮性容易導致糖尿病、心臟血管疾病、中風、肝硬化、腎臟病之外Ref：http://goo.gl/7ltAMm還有一個非常嚴重的後果 就是會導致蜜蜂變白癡Ref：http://e-info.org.tw/node/86654蜜蜂變白癡可能大家覺得干我屁事白癡就白癡阿阿蜜蜂都變白癡了人類難道逃得過嗎??已經有哈佛大學教授研究 糖漿裡面含有的新菸鹼類（neonicotinoids）殺蟲劑媽媽喝了會導致腹中胎兒的過動症或自閉症Ref：http://goo.gl/xe6wQb鄉親啊這也太嚴重啦～～～～～～上述都是依照真實研究所寫的　如果看不懂國字還堅持要喝我仁至義盡無能為力了～",Link,4/15/1512:00上午,3198,4,92,4,,,,,,1,,,
509931262445814_663632280409044,https://www.facebook.com/Do.you.a.flavor/posts/663632280409044,【石頭湯計畫 - 募集大電鍋!!!】有人家裡有大大的電鍋可以借用嗎???有的話請趕快連繫 石頭湯計畫 感激不盡!!!!!,Photo,4/15/1512:00上午,1816,4,56,,,,,1,,,,,
509931262445814_663276043778001,https://www.facebook.com/Do.you.a.flavor/posts/663276043778001,【每個人，都有改變的力量】老闆艾殊莉 (Ashley Jiron) ：「每個人曾有需要接受援助的時候，因此自己願意延續守望相助的精神。」http://www.passiontimes.hk/article/04-13-2015/22343,Link,4/14/1512:00上午,4328,1,172,9,1,,,,,,,,
509931262445814_663331480439124,https://www.facebook.com/Do.you.a.flavor/posts/663331480439124:0,下班了。開始募集食材到今天晚上九點嘍～,Photo,4/14/1512:00上午,1555,2,81,,,,,1,,,,,
